"","subject","activity","section","variable","value"
"7174",26,"SITTING","train","tBodyGyro-mean()-Y",-0.0840648503320513
"7175",26,"STANDING","train","tBodyGyro-mean()-Y",-0.0731385762635135
"7176",26,"LAYING","train","tBodyGyro-mean()-Y",-0.0903229228815789
"7177",27,"WALKING","train","tBodyGyro-mean()-Y",-0.0365348163649123
"7178",27,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Y",0.00212499391686275
"7179",27,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Y",-0.0163131590545455
"7180",27,"SITTING","train","tBodyGyro-mean()-Y",-0.0797345645214286
"7181",27,"STANDING","train","tBodyGyro-mean()-Y",-0.067507120075
"7182",27,"LAYING","train","tBodyGyro-mean()-Y",-0.0957839566891892
"7183",28,"WALKING","train","tBodyGyro-mean()-Y",-0.0172822168012963
"7184",28,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Y",0.0212250958019608
"7185",28,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Y",0.00710564286763044
"7186",28,"SITTING","train","tBodyGyro-mean()-Y",-0.0673943850555556
"7187",28,"STANDING","train","tBodyGyro-mean()-Y",-0.0739001646962025
"7188",28,"LAYING","train","tBodyGyro-mean()-Y",-0.097448733725
"7189",29,"WALKING","train","tBodyGyro-mean()-Y",-0.081960153154717
"7190",29,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Y",-0.152328112210204
"7191",29,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Y",-0.0851045889895833
"7192",29,"SITTING","train","tBodyGyro-mean()-Y",-0.0755797672133333
"7193",29,"STANDING","train","tBodyGyro-mean()-Y",-0.0721060679123077
"7194",29,"LAYING","train","tBodyGyro-mean()-Y",-0.0761814357028986
"7195",30,"WALKING","train","tBodyGyro-mean()-Y",-0.0649170927338462
"7196",30,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Y",-0.0779606464676923
"7197",30,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Y",-0.0693112411951613
"7198",30,"SITTING","train","tBodyGyro-mean()-Y",-0.074353558416129
"7199",30,"STANDING","train","tBodyGyro-mean()-Y",-0.0670334379830509
"7200",30,"LAYING","train","tBodyGyro-mean()-Y",-0.0761476351714286
"7201",1,"WALKING","train","tBodyGyro-mean()-Z",0.0849448173042105
"7202",1,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0583595463981132
"7203",1,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0900850142030612
"7204",1,"SITTING","train","tBodyGyro-mean()-Z",0.0629313811914894
"7205",1,"STANDING","train","tBodyGyro-mean()-Z",0.074800751
"7206",1,"LAYING","train","tBodyGyro-mean()-Z",0.14868943626
"7207",2,"WALKING","test","tBodyGyro-mean()-Z",0.0828336633220339
"7208",2,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.0688374021666667
"7209",2,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.097173808906383
"7210",2,"SITTING","test","tBodyGyro-mean()-Z",0.0412277462173913
"7211",2,"STANDING","test","tBodyGyro-mean()-Z",0.0878351695481481
"7212",2,"LAYING","test","tBodyGyro-mean()-Z",0.144882846104167
"7213",3,"WALKING","train","tBodyGyro-mean()-Z",0.0813485942827586
"7214",3,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0215603697
"7215",3,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.123826738353061
"7216",3,"SITTING","train","tBodyGyro-mean()-Z",0.0940113975530769
"7217",3,"STANDING","train","tBodyGyro-mean()-Z",0.0665262054098361
"7218",3,"LAYING","train","tBodyGyro-mean()-Z",0.137999561112903
"7219",4,"WALKING","test","tBodyGyro-mean()-Z",0.0805677161216667
"7220",4,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.0843753843384615
"7221",4,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.05926394948
"7222",4,"SITTING","test","tBodyGyro-mean()-Z",0.10115033478
"7223",4,"STANDING","test","tBodyGyro-mean()-Z",0.0755636430892857
"7224",4,"LAYING","test","tBodyGyro-mean()-Z",0.169720404092593
"7225",5,"WALKING","train","tBodyGyro-mean()-Z",0.0815435495892857
"7226",5,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0424442819489362
"7227",5,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0806559989574468
"7228",5,"SITTING","train","tBodyGyro-mean()-Z",0.0823934451590909
"7229",5,"STANDING","train","tBodyGyro-mean()-Z",0.0690945763946429
"7230",5,"LAYING","train","tBodyGyro-mean()-Z",0.159894366942308
"7231",6,"WALKING","train","tBodyGyro-mean()-Z",0.0838808799280702
"7232",6,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0664234025976471
"7233",6,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0870012595210417
"7234",6,"SITTING","train","tBodyGyro-mean()-Z",0.0854346006181818
"7235",6,"STANDING","train","tBodyGyro-mean()-Z",0.0767394745964912
"7236",6,"LAYING","train","tBodyGyro-mean()-Z",0.179102058245614
"7237",7,"WALKING","train","tBodyGyro-mean()-Z",0.0641104602035088
"7238",7,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.139217071509804
"7239",7,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.116894769042766
"7240",7,"SITTING","train","tBodyGyro-mean()-Z",0.0259476655145833
"7241",7,"STANDING","train","tBodyGyro-mean()-Z",0.0851045000566038
"7242",7,"LAYING","train","tBodyGyro-mean()-Z",0.155920029769231
"7243",8,"WALKING","train","tBodyGyro-mean()-Z",0.0509657915395833
"7244",8,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.0724546025804878
"7245",8,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.114143855152368
"7246",8,"SITTING","train","tBodyGyro-mean()-Z",0.0716048809782609
"7247",8,"STANDING","train","tBodyGyro-mean()-Z",0.063688907
"7248",8,"LAYING","train","tBodyGyro-mean()-Z",0.13818830737037
"7249",9,"WALKING","test","tBodyGyro-mean()-Z",0.111629779896154
"7250",9,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.14569462592449
"7251",9,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.116804400690476
"7252",9,"SITTING","test","tBodyGyro-mean()-Z",0.0807919285908
"7253",9,"STANDING","test","tBodyGyro-mean()-Z",0.0992409332222222
"7254",9,"LAYING","test","tBodyGyro-mean()-Z",0.101275010682
"7255",10,"WALKING","test","tBodyGyro-mean()-Z",0.0986695731160377
"7256",10,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.0879664182957447
"7257",10,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.0724433685578947
"7258",10,"SITTING","test","tBodyGyro-mean()-Z",0.0745958869444444
"7259",10,"STANDING","test","tBodyGyro-mean()-Z",0.103251560681818
"7260",10,"LAYING","test","tBodyGyro-mean()-Z",0.104720478344828
"7261",11,"WALKING","train","tBodyGyro-mean()-Z",0.0843744495507542
"7262",11,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0638054379968518
"7263",11,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.057524457376087
"7264",11,"SITTING","train","tBodyGyro-mean()-Z",0.0761739419056604
"7265",11,"STANDING","train","tBodyGyro-mean()-Z",0.0810588216170213
"7266",11,"LAYING","train","tBodyGyro-mean()-Z",0.152019015929825
"7267",12,"WALKING","test","tBodyGyro-mean()-Z",0.0999739123004
"7268",12,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.0898022757730769
"7269",12,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.0895434978391304
"7270",12,"SITTING","test","tBodyGyro-mean()-Z",0.0728462158235294
"7271",12,"STANDING","test","tBodyGyro-mean()-Z",0.074256819
"7272",12,"LAYING","test","tBodyGyro-mean()-Z",0.14519184795
"7273",13,"WALKING","test","tBodyGyro-mean()-Z",0.0784205641252632
"7274",13,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.116679563256364
"7275",13,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.111284239655957
"7276",13,"SITTING","test","tBodyGyro-mean()-Z",0.0823432026610204
"7277",13,"STANDING","test","tBodyGyro-mean()-Z",0.085471246877193
"7278",13,"LAYING","test","tBodyGyro-mean()-Z",0.117819614790323
"7279",14,"WALKING","train","tBodyGyro-mean()-Z",0.0513222717627119
"7280",14,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.0441381886666667
"7281",14,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0353344537555556
"7282",14,"SITTING","train","tBodyGyro-mean()-Z",0.0928523607037037
"7283",14,"STANDING","train","tBodyGyro-mean()-Z",0.07904758875
"7284",14,"LAYING","train","tBodyGyro-mean()-Z",0.149124058235294
"7285",15,"WALKING","train","tBodyGyro-mean()-Z",0.0842484921022222
"7286",15,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0911681484547917
"7287",15,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0711758197607143
"7288",15,"SITTING","train","tBodyGyro-mean()-Z",0.0951978083898305
"7289",15,"STANDING","train","tBodyGyro-mean()-Z",0.0761946738773585
"7290",15,"LAYING","train","tBodyGyro-mean()-Z",0.113451899791667
"7291",16,"WALKING","train","tBodyGyro-mean()-Z",0.0818650735686274
"7292",16,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.00779288021764706
"7293",16,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0835380057
"7294",16,"SITTING","train","tBodyGyro-mean()-Z",0.0795736310463768
"7295",16,"STANDING","train","tBodyGyro-mean()-Z",0.0867342708846154
"7296",16,"LAYING","train","tBodyGyro-mean()-Z",0.0966210349428571
"7297",17,"WALKING","train","tBodyGyro-mean()-Z",0.0757132656704918
"7298",17,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0560931358145833
"7299",17,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0162878745776087
"7300",17,"SITTING","train","tBodyGyro-mean()-Z",0.0860053803375
"7301",17,"STANDING","train","tBodyGyro-mean()-Z",0.0880561869358974
"7302",17,"LAYING","train","tBodyGyro-mean()-Z",0.111440490309859
"7303",18,"WALKING","test","tBodyGyro-mean()-Z",0.0944718394625
"7304",18,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.0906736478431034
"7305",18,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.0987471683127273
"7306",18,"SITTING","test","tBodyGyro-mean()-Z",0.0848140511754386
"7307",18,"STANDING","test","tBodyGyro-mean()-Z",0.0843190675616438
"7308",18,"LAYING","test","tBodyGyro-mean()-Z",0.0937781948153846
"7309",19,"WALKING","train","tBodyGyro-mean()-Z",0.0798106981923077
"7310",19,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.000233248224999999
"7311",19,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.163962510807692
"7312",19,"SITTING","train","tBodyGyro-mean()-Z",0.0968980718168493
"7313",19,"STANDING","train","tBodyGyro-mean()-Z",0.0710520180136986
"7314",19,"LAYING","train","tBodyGyro-mean()-Z",0.10860511373494
"7315",20,"WALKING","test","tBodyGyro-mean()-Z",0.0851359929294118
"7316",20,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.058701941845098
"7317",20,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.103900480541333
"7318",20,"SITTING","test","tBodyGyro-mean()-Z",0.0642882138333333
"7319",20,"STANDING","test","tBodyGyro-mean()-Z",0.0773671448739726
"7320",20,"LAYING","test","tBodyGyro-mean()-Z",0.123680209926471
"7321",21,"WALKING","train","tBodyGyro-mean()-Z",0.0983715930038462
"7322",21,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.00546829763829787
"7323",21,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.148610020955556
"7324",21,"SITTING","train","tBodyGyro-mean()-Z",0.0831326042823529
"7325",21,"STANDING","train","tBodyGyro-mean()-Z",0.0864863265393258
"7326",21,"LAYING","train","tBodyGyro-mean()-Z",0.0980906517
"7327",22,"WALKING","train","tBodyGyro-mean()-Z",0.0775266594847826
"7328",22,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0157359244619048
"7329",22,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0500708760555556
"7330",22,"SITTING","train","tBodyGyro-mean()-Z",0.0804426775241936
"7331",22,"STANDING","train","tBodyGyro-mean()-Z",0.0733466563174603
"7332",22,"LAYING","train","tBodyGyro-mean()-Z",0.145003879319444
"7333",23,"WALKING","train","tBodyGyro-mean()-Z",0.10770045065339
"7334",23,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.0325557522333333
"7335",23,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0953602497222222
"7336",23,"SITTING","train","tBodyGyro-mean()-Z",0.0645673209117647
"7337",23,"STANDING","train","tBodyGyro-mean()-Z",0.0816888999117647
"7338",23,"LAYING","train","tBodyGyro-mean()-Z",0.111078594708333
"7339",24,"WALKING","test","tBodyGyro-mean()-Z",0.0972006320344828
"7340",24,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.0248290702830508
"7341",24,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.111973650603636
"7342",24,"SITTING","test","tBodyGyro-mean()-Z",0.0800440230882353
"7343",24,"STANDING","test","tBodyGyro-mean()-Z",0.077124614942029
"7344",24,"LAYING","test","tBodyGyro-mean()-Z",0.111730746333333
"7345",25,"WALKING","train","tBodyGyro-mean()-Z",0.0867868736891892
"7346",25,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0996227385527692
"7347",25,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0980750249310345
"7348",25,"SITTING","train","tBodyGyro-mean()-Z",0.0852783892769231
"7349",25,"STANDING","train","tBodyGyro-mean()-Z",0.0852685438243243
"7350",25,"LAYING","train","tBodyGyro-mean()-Z",0.139718671465753
"7351",26,"WALKING","train","tBodyGyro-mean()-Z",0.0851069247830508
"7352",26,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0721458973490909
"7353",26,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.082221399603
"7354",26,"SITTING","train","tBodyGyro-mean()-Z",0.0711109471666667
"7355",26,"STANDING","train","tBodyGyro-mean()-Z",0.0776706781351351
"7356",26,"LAYING","train","tBodyGyro-mean()-Z",0.152436344328947
"7357",27,"WALKING","train","tBodyGyro-mean()-Z",0.118267750196491
"7358",27,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.140129855776471
"7359",27,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.152695027609091
"7360",27,"SITTING","train","tBodyGyro-mean()-Z",0.0833752812157143
"7361",27,"STANDING","train","tBodyGyro-mean()-Z",0.07168414632375
"7362",27,"LAYING","train","tBodyGyro-mean()-Z",0.118738360783784
"7363",28,"WALKING","train","tBodyGyro-mean()-Z",0.116065910925926
"7364",28,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.103720987705882
"7365",28,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.138622425584783
"7366",28,"SITTING","train","tBodyGyro-mean()-Z",0.087025401375
"7367",28,"STANDING","train","tBodyGyro-mean()-Z",0.0865173111012658
"7368",28,"LAYING","train","tBodyGyro-mean()-Z",0.09357912315
"7369",29,"WALKING","train","tBodyGyro-mean()-Z",0.0856852236188679
"7370",29,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0854318123467347
"7371",29,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0822244074666667
"7372",29,"SITTING","train","tBodyGyro-mean()-Z",0.0580495969166667
"7373",29,"STANDING","train","tBodyGyro-mean()-Z",0.0827583768461538
"7374",29,"LAYING","train","tBodyGyro-mean()-Z",0.127411971652174
"7375",30,"WALKING","train","tBodyGyro-mean()-Z",0.0839568239261538
"7376",30,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0814699303289231
"7377",30,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0895767797064516
"7378",30,"SITTING","train","tBodyGyro-mean()-Z",0.0702002598387097
"7379",30,"STANDING","train","tBodyGyro-mean()-Z",0.0802514754237288
"7380",30,"LAYING","train","tBodyGyro-mean()-Z",0.0938472163142857
"7381",1,"WALKING","train","tBodyGyro-mean()-Z",0.0849448173042105
"7382",1,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0583595463981132
"7383",1,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0900850142030612
"7384",1,"SITTING","train","tBodyGyro-mean()-Z",0.0629313811914894
"7385",1,"STANDING","train","tBodyGyro-mean()-Z",0.074800751
"7386",1,"LAYING","train","tBodyGyro-mean()-Z",0.14868943626
"7387",2,"WALKING","test","tBodyGyro-mean()-Z",0.0828336633220339
"7388",2,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.0688374021666667
"7389",2,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.097173808906383
"7390",2,"SITTING","test","tBodyGyro-mean()-Z",0.0412277462173913
"7391",2,"STANDING","test","tBodyGyro-mean()-Z",0.0878351695481481
"7392",2,"LAYING","test","tBodyGyro-mean()-Z",0.144882846104167
"7393",3,"WALKING","train","tBodyGyro-mean()-Z",0.0813485942827586
"7394",3,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0215603697
"7395",3,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.123826738353061
"7396",3,"SITTING","train","tBodyGyro-mean()-Z",0.0940113975530769
"7397",3,"STANDING","train","tBodyGyro-mean()-Z",0.0665262054098361
"7398",3,"LAYING","train","tBodyGyro-mean()-Z",0.137999561112903
"7399",4,"WALKING","test","tBodyGyro-mean()-Z",0.0805677161216667
"7400",4,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.0843753843384615
"7401",4,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.05926394948
"7402",4,"SITTING","test","tBodyGyro-mean()-Z",0.10115033478
"7403",4,"STANDING","test","tBodyGyro-mean()-Z",0.0755636430892857
"7404",4,"LAYING","test","tBodyGyro-mean()-Z",0.169720404092593
"7405",5,"WALKING","train","tBodyGyro-mean()-Z",0.0815435495892857
"7406",5,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0424442819489362
"7407",5,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0806559989574468
"7408",5,"SITTING","train","tBodyGyro-mean()-Z",0.0823934451590909
"7409",5,"STANDING","train","tBodyGyro-mean()-Z",0.0690945763946429
"7410",5,"LAYING","train","tBodyGyro-mean()-Z",0.159894366942308
"7411",6,"WALKING","train","tBodyGyro-mean()-Z",0.0838808799280702
"7412",6,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0664234025976471
"7413",6,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0870012595210417
"7414",6,"SITTING","train","tBodyGyro-mean()-Z",0.0854346006181818
"7415",6,"STANDING","train","tBodyGyro-mean()-Z",0.0767394745964912
"7416",6,"LAYING","train","tBodyGyro-mean()-Z",0.179102058245614
"7417",7,"WALKING","train","tBodyGyro-mean()-Z",0.0641104602035088
"7418",7,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.139217071509804
"7419",7,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.116894769042766
"7420",7,"SITTING","train","tBodyGyro-mean()-Z",0.0259476655145833
"7421",7,"STANDING","train","tBodyGyro-mean()-Z",0.0851045000566038
"7422",7,"LAYING","train","tBodyGyro-mean()-Z",0.155920029769231
"7423",8,"WALKING","train","tBodyGyro-mean()-Z",0.0509657915395833
"7424",8,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.0724546025804878
"7425",8,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.114143855152368
"7426",8,"SITTING","train","tBodyGyro-mean()-Z",0.0716048809782609
"7427",8,"STANDING","train","tBodyGyro-mean()-Z",0.063688907
"7428",8,"LAYING","train","tBodyGyro-mean()-Z",0.13818830737037
"7429",9,"WALKING","test","tBodyGyro-mean()-Z",0.111629779896154
"7430",9,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.14569462592449
"7431",9,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.116804400690476
"7432",9,"SITTING","test","tBodyGyro-mean()-Z",0.0807919285908
"7433",9,"STANDING","test","tBodyGyro-mean()-Z",0.0992409332222222
"7434",9,"LAYING","test","tBodyGyro-mean()-Z",0.101275010682
"7435",10,"WALKING","test","tBodyGyro-mean()-Z",0.0986695731160377
"7436",10,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.0879664182957447
"7437",10,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.0724433685578947
"7438",10,"SITTING","test","tBodyGyro-mean()-Z",0.0745958869444444
"7439",10,"STANDING","test","tBodyGyro-mean()-Z",0.103251560681818
"7440",10,"LAYING","test","tBodyGyro-mean()-Z",0.104720478344828
"7441",11,"WALKING","train","tBodyGyro-mean()-Z",0.0843744495507542
"7442",11,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0638054379968518
"7443",11,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.057524457376087
"7444",11,"SITTING","train","tBodyGyro-mean()-Z",0.0761739419056604
"7445",11,"STANDING","train","tBodyGyro-mean()-Z",0.0810588216170213
"7446",11,"LAYING","train","tBodyGyro-mean()-Z",0.152019015929825
"7447",12,"WALKING","test","tBodyGyro-mean()-Z",0.0999739123004
"7448",12,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.0898022757730769
"7449",12,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.0895434978391304
"7450",12,"SITTING","test","tBodyGyro-mean()-Z",0.0728462158235294
"7451",12,"STANDING","test","tBodyGyro-mean()-Z",0.074256819
"7452",12,"LAYING","test","tBodyGyro-mean()-Z",0.14519184795
"7453",13,"WALKING","test","tBodyGyro-mean()-Z",0.0784205641252632
"7454",13,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.116679563256364
"7455",13,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.111284239655957
"7456",13,"SITTING","test","tBodyGyro-mean()-Z",0.0823432026610204
"7457",13,"STANDING","test","tBodyGyro-mean()-Z",0.085471246877193
"7458",13,"LAYING","test","tBodyGyro-mean()-Z",0.117819614790323
"7459",14,"WALKING","train","tBodyGyro-mean()-Z",0.0513222717627119
"7460",14,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.0441381886666667
"7461",14,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0353344537555556
"7462",14,"SITTING","train","tBodyGyro-mean()-Z",0.0928523607037037
"7463",14,"STANDING","train","tBodyGyro-mean()-Z",0.07904758875
"7464",14,"LAYING","train","tBodyGyro-mean()-Z",0.149124058235294
"7465",15,"WALKING","train","tBodyGyro-mean()-Z",0.0842484921022222
"7466",15,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0911681484547917
"7467",15,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0711758197607143
"7468",15,"SITTING","train","tBodyGyro-mean()-Z",0.0951978083898305
"7469",15,"STANDING","train","tBodyGyro-mean()-Z",0.0761946738773585
"7470",15,"LAYING","train","tBodyGyro-mean()-Z",0.113451899791667
"7471",16,"WALKING","train","tBodyGyro-mean()-Z",0.0818650735686274
"7472",16,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.00779288021764706
"7473",16,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0835380057
"7474",16,"SITTING","train","tBodyGyro-mean()-Z",0.0795736310463768
"7475",16,"STANDING","train","tBodyGyro-mean()-Z",0.0867342708846154
"7476",16,"LAYING","train","tBodyGyro-mean()-Z",0.0966210349428571
"7477",17,"WALKING","train","tBodyGyro-mean()-Z",0.0757132656704918
"7478",17,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0560931358145833
"7479",17,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0162878745776087
"7480",17,"SITTING","train","tBodyGyro-mean()-Z",0.0860053803375
"7481",17,"STANDING","train","tBodyGyro-mean()-Z",0.0880561869358974
"7482",17,"LAYING","train","tBodyGyro-mean()-Z",0.111440490309859
"7483",18,"WALKING","test","tBodyGyro-mean()-Z",0.0944718394625
"7484",18,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.0906736478431034
"7485",18,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.0987471683127273
"7486",18,"SITTING","test","tBodyGyro-mean()-Z",0.0848140511754386
"7487",18,"STANDING","test","tBodyGyro-mean()-Z",0.0843190675616438
"7488",18,"LAYING","test","tBodyGyro-mean()-Z",0.0937781948153846
"7489",19,"WALKING","train","tBodyGyro-mean()-Z",0.0798106981923077
"7490",19,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.000233248224999999
"7491",19,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.163962510807692
"7492",19,"SITTING","train","tBodyGyro-mean()-Z",0.0968980718168493
"7493",19,"STANDING","train","tBodyGyro-mean()-Z",0.0710520180136986
"7494",19,"LAYING","train","tBodyGyro-mean()-Z",0.10860511373494
"7495",20,"WALKING","test","tBodyGyro-mean()-Z",0.0851359929294118
"7496",20,"WALKING_UPSTAIRS","test","tBodyGyro-mean()-Z",0.058701941845098
"7497",20,"WALKING_DOWNSTAIRS","test","tBodyGyro-mean()-Z",0.103900480541333
"7498",20,"SITTING","test","tBodyGyro-mean()-Z",0.0642882138333333
"7499",20,"STANDING","test","tBodyGyro-mean()-Z",0.0773671448739726
"7500",20,"LAYING","test","tBodyGyro-mean()-Z",0.123680209926471
"7501",21,"WALKING","train","tBodyGyro-mean()-Z",0.0983715930038462
"7502",21,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.00546829763829787
"7503",21,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.148610020955556
"7504",21,"SITTING","train","tBodyGyro-mean()-Z",0.0831326042823529
"7505",21,"STANDING","train","tBodyGyro-mean()-Z",0.0864863265393258
"7506",21,"LAYING","train","tBodyGyro-mean()-Z",0.0980906517
"7507",22,"WALKING","train","tBodyGyro-mean()-Z",0.0775266594847826
"7508",22,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",0.0157359244619048
"7509",22,"WALKING_DOWNSTAIRS","train","tBodyGyro-mean()-Z",0.0500708760555556
"7510",22,"SITTING","train","tBodyGyro-mean()-Z",0.0804426775241936
"7511",22,"STANDING","train","tBodyGyro-mean()-Z",0.0733466563174603
"7512",22,"LAYING","train","tBodyGyro-mean()-Z",0.145003879319444
"7513",23,"WALKING","train","tBodyGyro-mean()-Z",0.10770045065339
"7514",23,"WALKING_UPSTAIRS","train","tBodyGyro-mean()-Z",-0.0325557522333333
